ore_studio,punteggio_esame
7.77,81.47
8.95,83.49
16.64,128.45
14.18,114.76
2.81,61.61
17.58,127.1
14.11,103.44
6.56,72.19
7.81,80.32
5.03,69.42
7.72,77.7
2.98,54.56
18.66,133.87
2.26,55.98
3.8,60.73
11.39,95.05
7.12,70.32
16.98,121.42
14,106.57
2.19,57.33
2.59,51.84
11.25,91.67
16.57,121.27
17.03,122.34
18.4,124.56
18.06,126.03
9.14,89.27
17.63,126.13
12.53,101.61
16.82,116.95
19.84,135.84
6.48,77.55
15.7,117.37
4.77,59.06
19.92,138.49
1.49,45.76
9,85.42
17.42,132.43
3.83,66.09
16.58,119.21
6.85,79.9
2.79,56.96
8.63,76.71
10.22,85.54
3.51,55.86
5.7,75.87
15.99,115.67
10.91,87.72
10.91,99.73
15.94,116.7
2.5,51.42
1.55,53.81
17.03,124.38
12.38,103.67
5.48,61.65
18.79,131.34
16.6,115.18
13.08,103.76
14.19,105.26
11.34,91.76
19.39,136.32
17.21,122.32
9.54,86.92
8.15,82.93
16.75,116.63
10.08,90.49
19.17,131.36
7.59,71.51
1.76,54.64
11.92,105.48
16.99,118.9
5.51,64.66
4.71,67.06
18.75,125.81
9.19,81.89
10.31,88.39
11.06,91.02
6.12,67.12
2.63,58.53
6.89,75.31
8.83,89.52
14.77,110.17
7.72,78
2.53,48.62
13.41,100.26
14.29,112
18.7,129.13
2.78,54.94
12.85,106.8
19.64,133.79
9.37,84.95
12.19,105.3
4.54,62.12
4.68,65.21
1.28,53.03
3.05,61.4
9.37,92.04
11.6,91.94
14.32,113.21
4.07,56.52
6.28,72.36
19.26,132.87
13.77,102.14
4.91,61.35
15.29,108.63
7.56,79.08
5.8,76.3
18.77,125.37
5.94,73.65
8.65,82.6
15.33,120.29
17.81,120.72
11.21,97.28
12.1,102.94
3.48,54.88
7.6,84.25
9.8,92.15
9.06,79.76
9.27,89.45
12.43,104.66
13.91,105.75
4.31,64.21
2.93,56.04
9.57,91.33
1.49,45.69
15.24,120.46
1.52,50.23
2.56,57.51
15.78,118.01
19.82,137.19
10.07,88.56
5.28,74.06
14.48,113.49
5.41,68.1
16.08,113.87
13.1,106.04
19.22,129.26
4.66,69.19
18.57,132.32
17.87,130.65
14.51,109.82
4.18,68.29
15.43,116.18
9.93,95.7
14.14,115.73
11.27,94.19
6.33,73.2
4.98,68.31
9.99,91.68
12.52,101.53
10.98,99.47
19.92,139.55
12.32,95.57
14.38,106.04
7.89,86.61
16.66,120.14
10.46,97.37
13.66,110.43
2.51,57.82
3.8,64.91
5.93,63.56
11.97,101.87
15.86,116.19
11.32,90.5
4.05,60.13
17.07,127.71
12.58,96.08
14.13,116.5
1.92,52.09
12.21,106.29
15.4,117.19
13.66,114.03
10.89,100.37
7.36,73.76
7.04,70.19
11.25,101.86
18.44,135.82
1.39,46.34
18.61,131.42
6.63,67.84
3.54,53.67
7.24,73.75
5.37,68.73
2.2,59.04
5.34,72
6.88,68.59
3.99,60.52
13.34,105.66
17.46,120.84
7.44,80.11
1.2,53.21
8.64,89.52
11.54,97.68
8.03,84.29
7.89,84.83
8.01,77.17
14.41,108.17
10.68,98.45
15.69,122.28
15.83,114.14
10.52,85.96
18.13,135.69
6.91,78.75
16.91,125.46
11.94,98.8
18.56,125.51
18,123.75
16.52,126.69
10.72,97.77
14.33,116.52
9.38,85.73
10.27,85.04
3.75,64.4
18.54,129.58
16.73,115.47
16.95,125.58
14,106.35
19.63,138.42
13.76,112.49
3.28,51.52
13.21,101.86
8.86,86.93
18.33,131.48
4.71,58.4
12.07,100.04
13.75,103.97
5.1,63.85
4.97,67.13
13.74,101.06
4.45,67.09
4.56,67.8
11.74,97.27
1.93,52.17
15.09,115.01
8.49,77.2
5.14,72.81
1.28,44.54
4.94,66.15
4.92,65.86
6.23,78.75
1.3,45.1
10.69,95.29
9.46,92.31
18.38,134.44
9.68,89.28
19.52,141
17.1,124.64
12.6,108.7
7.07,78.6
19.16,135.43
7.44,73.77
13.89,106.81
12.23,101.94
15.92,123.28
3.38,63.16
3.38,58.1
10.72,95.73
1.59,52.15
12.19,99.78
16.52,119.5
12.98,105
2.34,55.5
1.11,44.75
19.18,139.86
13.79,107.01
19.51,133.36
2.27,58.61
17.65,121.98
5.27,71.67
14.38,115.23
5.15,62.58
3.64,61.39
5.26,61.71
12.84,101.2
16.42,123.19
19.15,137.49
6.14,70.85
6.99,69.31
2.25,56.59
18.35,127.14
15.07,112.6
14.78,116.36
17.04,117.61
1.31,54
14.73,117.39
12.4,102.77
5.56,72.99
1.77,54.23
15.46,122.26
5.8,64.15
19.6,132.2
4.77,60.3
8.79,79.15
13.04,97.74
13.01,100.36
3.21,54.52
12.49,96.28
14.57,109.8
13.13,107.75
3.46,65.03
17.04,130.28
4.53,62.7
3.78,60.62
17.74,126.96
4.45,61.48
9.87,82.53
13.58,113.53
5.58,70.25
1.66,54.98
1.54,49.44
10.74,94.57
11.12,94.19
16.27,126.93
1.52,44.88
3.31,64.68
2.45,52.78
6.73,79.91
5.8,70.39
2.86,61.34
1.77,52.83
19.99,138.15
8.37,83.93
3.53,63.83
12.55,106.5
2.61,51.11
12.01,99.89
14.66,111.65
9.65,87.02
7.2,74.62
7.19,80.83
13.7,104.08
11.36,92.41
15.44,119.42
13.76,103.48
9.67,82.29
5.29,66.61
4.44,61.62
14.64,119.2
8.01,73.98
13.36,103.15
9.57,86.1
9.48,81.28
9.85,83.16
10.62,90.03
12.7,101.71
17.18,121.49
7.77,84.89
1.98,57.59
16.95,129.69
8.4,83.56
15.99,123.16
9.98,86.01
3.78,65.09
15.01,116.82
1.92,55.26
11.45,94.63
19.61,137.86
17.45,120.66
4.23,59.25
13.06,102.57
11.8,94.77
9.03,81.23
19.37,135.82
18.86,125.94
3.1,55.77
9.22,80.1
17.42,126.94
3.77,62.45
15.58,119.84
6.77,79.05
11.52,97.45
6.98,82.38
9.9,94.27
3.9,64.79
9.61,89.68
3.26,52.52
11.13,99.3
9.31,88.97
19.68,142.76
8.28,84.15
2.88,54.48
18.2,134.68
13.44,106.22
18.8,135.26
8.03,82.6
17.22,131.45
19.46,138.97
15.83,112
13.73,104.02
14.31,104.67
3.64,55.26
11.74,97.83
6.94,81.47
17.53,122.99
12.26,106.98
8.25,85.88
6.38,73.41
19.8,134.99
7.38,73.04
17.45,126.67
14.94,109.55
8.62,80.57
2.7,50.89
12.64,97.85
6.48,71.33
19.62,129.7
5.82,74.62
18.25,128.44
4.08,61.18
6.2,67.16
14.03,109.85
15.52,111.5
2.78,61.23
18.98,137.36
6.44,66.97
6.34,74.95
2.71,59.77
11.23,94.63
8.59,86.13
6.78,75.73
19.64,133.19
11.29,100.03
1.54,55.62
8.76,81.87
16.01,112.13
15.84,111.04
17.26,130.38
4.57,59.17
18.4,136.38
3.15,58.09
2.65,49.74
17.32,129.22
3.37,63.83
9.29,86.12
2.85,51.75
4.32,62.3
7.84,77.15
1.23,46.15
18.01,129.86
13.51,111.87
7.82,74.31
2.91,61.89
8.59,80.53
3.61,53.71
2.63,53.47
18.23,122.54
10.95,88.03
12.47,107.41
19.53,137.56
17.02,118.69
2.53,59.16
8.12,83.55
19.78,133.75
2.85,62.01
10.34,91.8
11.93,104
10.18,86.98
10.88,95.87
7,71.48
18.59,137.79
18.02,129.77
16.64,121.5
12.08,93.31
17.12,120.77
5.44,63.13
2.63,56.35
19.05,138.73
17.74,132.33
8.29,78.85
12.04,101.64
13.48,100.12
8.73,82.9
5.38,69.61
18.22,126.35
6.85,70.17
14.2,110.73
12.18,94.3
9.24,84.49
9.7,82.04
5.82,68.51
18.94,132.39
2.33,54.71
1.19,50.11
10.47,91.32
1.31,54.27
7.18,77.28
9.22,81.27
14.81,106.64
3.33,58.76
14.34,112.41
15.86,123.65
8.85,82.47
7.85,84.17
8.42,76.59
11.28,97.95
16.36,115.15
12.49,101.86
6.27,69.54
6.11,75.14
17.35,125.92
6.89,69.86
6.13,76.86
2.25,52.63
9.35,84.73
3.53,53.45
18.68,136.52
17.09,120.58
17.69,129.99
7.9,76.59
9.02,78.85
9.17,79.14
16.77,122.03
4.16,55.45
15.63,116.76
9.29,91.59
9.16,81.01
13.18,101.39
9.24,90.5
1.09,44.9
15.72,114.54
14.11,106.63
4.63,67.31
6.97,71.76
14.61,114.94
14.28,105.81
7.38,79.75
18.58,124.42
19.3,138.52
1.61,53.57
4.56,61.76
18.61,134.68
10.39,97.98
7.44,83.86
18.34,129.64
18.12,130.29
6.55,67.59
13.79,114.5
13.59,107.09
14.3,117.32
8.24,76.46
9.05,88.1
1.32,47.1
1.58,44.5
4.43,65.15
2.14,49.36
15.17,117.36
17.27,123.18
4.28,60.95
14.05,107.87
17.74,121.85
12.6,107.01
17.71,122.68
8.92,90.41
2.93,62.04
5.22,70.61
3.93,62.65
11.4,95.39
9.16,89.3
19.09,133.54
15.91,123.93
11.63,91.63
5.6,72.54
1.86,56.06
8.81,87.5
18.5,124.86
12.24,107.24
4.63,60.25
15.28,113.32
14.44,115.38
17,121.05
16.25,126.77
3.76,60.64
1.62,46.39
12.67,97.56
2.91,60.87
8.69,86.3
6.59,72.67
1.93,49.63
1.31,47.51
19.68,143
5.37,73.34
8.12,77.28
18.18,130.77
9.59,89.17
15.9,113.82
16.14,119
2.24,48.88
6.56,66.66
16.1,120.53
14.15,103.83
2.67,56.41
19.96,136.18
10.14,92.97
3.25,62.6
19.93,137.52
10.34,96.72
15.36,110.69
13.15,100.79
5.06,65.91
17.21,119.52
7.49,78.1
9.69,91.18
7.43,73.07
7.89,86
14.34,105.67
17.33,119.16
14.88,118.03
17.16,126.44
15.99,124.32
19.63,129.35
18.37,130.46
7.95,86.48
12.29,100.72
17.59,120.77
15.98,124.7
3.94,61.71
10.96,89.34
17.95,132.7
13.41,108.73
19.05,140.18
11.97,92.54
8.48,85
1.91,46.73
11.95,97.88
7.47,73.17
15.13,110.16
8.65,79.27
17.44,126.09
16.09,126.04
13.16,101.44
10.46,95.45
17.79,129.41
18.72,128.29
15.22,111.11
15.11,117.22
10.05,91.27
4.71,67.76
13.31,104.33
5.98,63.75
3.22,61.76
14.52,110.14
2.77,51.54
16.14,116.91
2.44,55.86
7.77,73.9
12.09,105.68
8.91,81.69
18.05,128.13
12.74,110.06
5.77,73.01
1.85,48.98
4.67,70.16
6.4,68.43
2.05,56.06
16.17,116.23
15.12,112.27
18.7,130.12
6.59,74.09
3.58,63.71
18.33,125.21
5.47,71.26
9.09,84.52
16.6,123.24
8.21,79.29
2.65,53
4.88,69.09
14.29,116.81
4.4,69.44
10.98,97.57
3.39,57.91
6.42,73.59
2,54.32
10.17,95.73
4.58,70.62
4.06,65.64
3.22,59.38
7.46,71.18
19.34,129.44
4.65,62.99
16.99,129.09
6.64,71.03
19.78,132.59
11.46,101.68
7.46,76.76
11.49,103.36
9.5,94.53
11.54,92.4
19.47,140.56
6.68,72.5
4.73,71.13
7.04,75.2
5.97,69.92
11.08,97.7
2.51,51.69
5.03,72.87
3.38,64.79
13.55,107.62
11.72,97.29
3.74,61.02
8.82,88.85
19.12,140.56
14.06,116.02
13.18,111.06
15.36,110.02
15.63,116.74
7.03,74.47
15.33,110.96
15.16,117.78
12.81,106.21
14.78,112
15.6,114.03
8.58,85.95
1.81,54.79
9.9,88.35
14.86,118.27
19.19,132.74
6.12,68.5
12.21,93.74
15.87,116.72
19.75,142.25
14.99,113.98
3.43,62.08
7.1,75.18
16.1,116.91
8.21,81.16
18.77,136.22
19.04,139.77
4.02,60.96
15.45,117.86
16.53,122.56
5.95,70.39
7.99,75.97
19.88,140.64
19.6,139.7
8.99,88.8
11.93,92.73
10.36,94.83
15.87,124.61
11.89,104.67
9.84,95.55
10.99,99.59
16.61,126.08
1.92,46.99
5.37,74.28
12.14,100.13
6.79,80.24
8.44,81.75
17.4,132.05
11.9,99.65
15.34,120.72
4.78,69.43
15.46,117.14
15.95,115.7
1.28,47.84
15.58,114.62
13.17,112.19
14.92,120.29
11.92,104.67
11.66,103.66
15.54,110.84
15.12,118.09
4.86,70.08
10.18,95.48
10.31,88.63
8.76,82.03
18.02,135.36
19.32,128.11
3.1,61.06
16.58,118.4
3.57,56.31
17.43,128.44
1.6,51.9
12.92,103.43
9.79,88.35
4.54,65.23
5.68,62.84
18.28,131.8
7.89,78.28
12.33,106.58
3.36,58.06
17.19,120.49
9.75,93.3
15.59,116.44
10.85,91.33
5.66,70.44
1.64,55.71
11.05,88.36
4.39,68.49
16.01,115.54
16.8,128.87
16.69,121.42
10.14,87.56
5.08,63.77
5.01,59.74
10.44,99.11
9.93,91.77
4.99,66.34
12.09,93.8
17.4,131
4.97,71.75
4.24,56.46
4.38,60.9
3.41,58.74
9.54,86.41
15.3,119.06
3.02,60.94
12.11,96.67
12.56,102.59
5.63,72.85
15.35,120.58
13.41,109.14
2.11,53.72
15.11,109.07
10.11,89.16
14.43,113.47
14.92,117.22
3.95,60.38
12.63,97.33
14.83,113.96
1.75,53.01
1.03,49.71
15.99,119.33
15.65,116.5
2.76,58.91
1.61,55.92
12.01,97.21
5.49,70.42
5.75,62.63
13.57,102.38
9.33,88.08
19.2,138.17
19.42,130.78
5.06,64.03
19.26,131.4
3.01,57.8
19.5,142.49
19.54,131.95
9.75,90.24
18.04,123.59
14.83,109.7
2.33,54.96
17.1,124.5
3.31,60.09
5.42,63.79
3.53,55.71
16.78,120.73
10.13,96.68
3.42,63.11
16.41,116.85
9.1,84.15
14.99,110.86
2.96,53.9
2.29,58.3
15.81,117.97
13.85,102.05
13.07,104.88
6.72,74.58
6.68,67.49
17.83,130.02
1.44,46.83
6.23,70.76
2.99,56.29
7.46,76.3
15.08,116.02
17.49,125.89
15.97,118.98
16.18,117.86
3.06,56.62
12.83,104.78
10.18,94.59
1.51,49.46
6.05,68.58
3.29,53.83
5.81,75.66
16.41,124.79
9.83,87.43
4.06,68.21
15.93,121.88
16.3,114.67
13.84,111.16
15.37,115.03
8.66,80.38
4.35,66.83
10.48,85.59
18.84,134.7
8.34,87.89
2.31,54.12
8.53,86.36
8.18,76.89
12.54,106.02
17.73,123.28
5.39,74.16
16.48,124.14
10.08,96.07
7.63,80.58
3.33,58.04
6.75,70.86
4.97,69.27
9.62,89.04
12.59,98.56
6.09,75.67
8.27,81.85
3.41,63.45
3.53,53.15
8.15,85.36
16.9,126.35
15.85,116.16
16.62,122.04
5.07,70.3
17.42,129.66
13.29,101.9
12.44,105.12
15.92,124.86
14.67,113.3
18.47,136.27
12.53,97.7
16.48,116.18
9.41,81.69
14.82,115.55
18.3,135.89
17.53,123.64
19.91,136.37
18.18,132.15
11.77,95.64
6.54,76.49
14.39,107.08
11.96,102.33
19.28,132.83
18.79,132.75
1.51,54.39
11.76,93.27
10.16,94.14
15.01,109.1
12.72,100.14
12.42,107.63
10.33,86.42
2.3,58.53
14.55,118.45
7.5,83.72
12.82,100.13
18.68,131.21
16.91,116.48
5.19,68.29
8.21,83.33
18.89,137.31
16.23,117.27
2.68,57.97
2.08,52.1
3.78,62.82
1.6,51.85
13.93,104.74
19.34,138.96
13.03,105.33
4.82,59.04
17.95,131.82
19.48,130.52
19.41,133.03
4.41,57.07
17.41,119
7.81,72.75
9.33,87.76
6.57,67.46
17.8,124.47
19.62,141.22
3,50.14
17.97,132.61
2.95,59.08
15.27,112.55
13.91,105.19
5.67,74.41
2.01,47.42
9.2,85.67
4.75,58.85
14.79,108.93
19.87,141.39
14.9,110.5
10.86,92.47
7.21,81.03
2.04,52.94
14.85,119.4
13.02,109.99
10.23,89.52
4.92,62.68
12.32,98.36
15.71,121.29
5.07,60.51
1.54,46.48
13.16,105.07
7.83,83.2
11.42,94.64
6.71,71.22
13.54,106.45
14.83,117.15
6.87,78.66
8.69,83.68
12.57,104.38
14.26,107.12
4.24,55.7
11.16,94.76
11.91,101.95
18.85,137.63
1.94,57.09
14.74,109.34
2.3,49.8
3.9,66.24
16.19,117.88
13.92,110.1
13.02,109.28
2.18,48.01
5.22,68.79
9.38,80.99
15.31,117.69
5.27,68.76
8.37,80.54
16.83,119.93
2.69,57.32
13.34,100.69
6.2,65.91
15.2,114.22
1.24,49.28
5.3,65.63
14.43,107.05
5.34,66.31
9.86,96.13
19.48,140.77
12.91,105.81
8.12,80.57
3.34,56.78
2.71,58.55
13.47,101.57
1.96,53.15
17.55,128.5
16.79,115.9
19.77,141.56
8.84,82.44
12.39,95.08
4.49,63.07
12,103.33
5.69,63.3
6.81,77.73
7.92,73.77
13.6,107.74
3.27,50.97
10.67,87.72
3.33,64.02
11.87,105.6
7.45,82.52
19.62,134.43
17.44,132.19
17.52,131.99
14.95,115.52
15.86,124.43
12.05,104.72
16.21,113.06
5.53,69.52
12.87,98.54
12.27,105.03
1.92,52.52
6.54,68.77
11.03,97.99
3.02,60.04
16.37,121.97
2.03,58.71
16.26,124.06
12.12,96.19
4.34,64.47
9.18,79.44
7.52,76.93
18.65,132.63
16.86,128.78
18.28,130.13
5.27,68.24
9.92,83.58
2.47,55.14
5.01,66.32
12.9,110.58
15.76,113.78
3.28,61.05
15.31,119.57
2.06,46.74
6.28,78.37
15.07,117.27
18.55,130.74
17.94,125.45
14.08,104.09
5.26,66.46
4.24,58.28
5.46,70.48
5.88,73.53
12.87,108.29
18.13,133.31
2.48,52.25
16.63,125.17
7.39,72.14
4.76,65.63
15.85,123.93
13.98,104.99
19.56,135.9
7.4,71.06
17.45,122.45
6.23,68.75
12.17,101.68
3.54,59.27
3.15,54.31
13.77,108.77
3.7,54.12
2.69,60.61
19.72,132.47
17.85,121.87
7.95,80.17
7.7,75.7
7.7,84.73
19.88,143.69
17.64,131
10.49,98.01
11.11,97.78
2.12,49.55
12.86,101.88
3.2,50.43
13.25,107.4
17.8,122.49
13.51,110.22
4.85,70.06
6.29,71.7
11.72,97.4
4.73,66.79
8.32,82.52
9.89,84.58
17.27,117.96
1.12,53.93
18.88,131.44
19.72,139.59
7.86,84.53
3.06,60.9
13.08,109.71
18.94,126.89
10.8,87.72
15.88,119.58
8.13,84.79
14.6,118.68
8.66,81.71
17.95,126.01
13.67,109.52
3.96,67.09
8.03,75.02
10.78,98.35
18.03,122.27
3.8,57.4
9.67,93.72
18.01,134.49
8.9,90.14
9.62,85.47
13.21,108.5
14.32,104.05
9.39,93.91
17.79,124.34
18.21,134.03
12.34,99.73
15.64,116.35
15.67,121.83
2.65,59.87
3.42,62
6.75,73.48
15.61,111.77
11.89,103.6
18.42,134.84
8.24,82.66
18.91,129.8
16.09,118.31
4.37,68.44
18.88,138.8
4.75,67.95
11,90.24
11.1,96.71
9.99,90.18
1.04,49.36
1.23,52.13
3.79,62.02
16.19,117.22
9.15,88.38
17.97,127.85
4.49,63.92
13.55,100.55
10.68,89.46
19.09,132.33
11.53,98.59
3.19,53.23
18.09,127.37
13.78,103.1
19.92,141.88
15.36,109
17.28,125.64
12.5,99.28
9.64,93.15
14.89,115.12
11.15,90.7
11.45,90.05
15.89,113.39
12.12,93.3
12.04,101.32
11.49,100.43
15.29,108.72
18.27,129.86
2.15,47.44
14.42,116.22
7.98,85.15
16.21,123.68
13.87,113.28
15.77,120.08
10.71,90.93
3.72,57.93
7.07,76.82
13.01,97.51
17.8,131.56
14.13,115.21
18.31,125.36
10.15,89.33
6.12,72.97
19.44,138.3
12.01,101.31
18.87,137.43
2.93,57.31
19.9,133.98
3.51,54.03
17.98,122.38
7.7,78.71
15.93,121.83
17.11,126.32
4.4,62.16
14.86,114.37
14.58,114.71
12.08,106.16
2.57,51.29
4.49,60.69
13.38,110.66
4.5,59.24
13.21,98.68
14.92,119.35
18.62,131.85
5.14,65.33
15.66,118.51
12.33,97.94
3.12,51.01
1.22,54.29
4.53,65.76
13.22,107.24
12.36,95.88
1.15,43.07
3.84,55.5
3.83,60.66
1.1,53.79
9.16,79.19
1.64,52.35
17.57,129.14
8.43,80.73
5.92,73.8
13.98,104.76
9.28,81.52
6.26,76.63
11.04,98.65
12.36,99.78
1.48,43.53
10.21,90.22
18.54,130.18
18.67,133.75
8.58,79.74
16.01,118.06
14.28,103.88
6.45,73.14
5,71.18
8.25,76.79
18.28,131.07
7.68,81.81
13.21,99.47
3.66,61.04
18.99,127.79
7.02,79.96
7.75,74.52
14.73,114.75
8.55,83.45
3.38,56.05
15.15,121.44
9.85,91.75
4.88,71.03
11.03,96.47
10.8,91.63
2.86,61.3
3.84,62.58
19.15,139.56
11.79,99.45
6.01,65.99
13.21,110.25
4.7,63.43
4.62,57.18
17.37,122.74
16.67,122.26
17.88,130.12
11.92,101.97
4.74,60.96
19.71,130.98
16.92,122.38
13.04,98.38
18.9,129.41
6.49,78.41
3.35,56.68
3.64,60.95
18.34,128.02
16.56,121.98
1.73,45.43
4.16,66.2
13.45,108.97
18.64,134.95
16.72,128.39
17.29,130.83
17.15,128.63
18.26,134.34
5.72,74.64
10.3,98
10.86,94.93
19.32,134.52
18.89,135.83
17.4,128.72
2.05,48.22
10.64,93.58
12.53,99.51
19.94,141.71
2.16,53.81
15.45,120.73
1.03,45.38
3.62,61.77
19.89,134.11
13.75,102.37
15.18,110.03
2.63,48.31
13.09,107.95
3.69,66.27
18.95,130.11
16.67,128.57
7.91,86.63
11.81,105.21
12.64,104.07
9.97,85.35
5.51,70.11
14.31,112.41
18.57,125.88
11.25,96.05
18.17,130.23
16.15,121.4
6.14,77.61
10.55,89.61
6.82,72.58
3.17,51.34
3.34,56.87
14.03,114.63
5.03,71.28
14.13,112.73
14.71,107.11
9.81,85.24
11.42,102.06
9.65,85.16
11.7,93.23
15.53,116.19
11.53,102.57
13.13,111.49
14.55,108.45
18.08,131.24
15.12,116.7
10.58,97.56
18.49,127.73
14.08,109.93
13.89,106.76
8.41,81.1
11.5,94.61
18.45,126.15
11.63,93.15
2.16,47.95
7.4,75.42
2.77,50.57
12.88,102.86
8.13,79.08
18.46,131.17
10.72,89.84
7.93,80.17
5.96,71.11
5.41,74.76
13.37,106.09
11.32,90.1
1.2,47.57
13.86,102.86
17.38,123.11
1.76,56.49
17.76,120.53
3.24,57.73
8.27,83.89
10.48,94.49
1.3,53.55
14.06,110.93
13.47,99.88
16.03,117.82
13.59,110.24
8.75,83.97
19.43,140.65
6.52,75.66
14.77,107.54
12.79,106.34
8.59,89.74
19.28,130.99
12.59,105.44
5.41,65.31
2.32,54.07
5.96,64.97
8.55,80.64
15.62,119.13
14.79,106.65
17.08,124.49
6.99,71.28
5.74,72.2
12.81,100.86
3.05,50.73
11.13,91.91
17.36,129.75
14.54,110.14
10.52,97.1
6.03,70.52
9.72,85.93
4.19,55.31
14.3,109.87
4.49,60.58
17.53,123.23
4.64,62.87
11.6,99.7
3.91,54.58
1.24,45.43
4.02,67.02
17.83,124.66
6.03,72.22
16.77,121.84
2.18,58.18
1.69,43.65
4.7,68.03
1.57,55.86
6.14,73.42
6.85,75.31
17.5,120.41
13.29,105.88
12.46,96.96
3.96,56.44
9.33,88.92
8.73,77.44
14.55,109.31
5.11,65.99
11.95,101.05
18.31,123.71
15.93,123.82
3.82,65.57
2.46,50.74
12.98,105.64
11.4,98.05
6.32,69.91
15.67,122.49
14.5,114.09
12.16,99.04
2.38,49.13
15.47,117.54
12.25,99.19
19.88,140.32
8.55,88.36
19.1,134.81
9.41,86.57
6.72,76.47
12.83,110.23
18.38,124.12
8.58,82.79
15.2,115.7
10.76,99.88
1.83,50.66
12.9,104.99
17.16,121.09
18.95,131.75
1.78,54.1
4.52,67.76
6.49,76.65
9.13,92.55
14.44,111
14.58,117.09
2.94,57.56
9.5,89.29
1.79,48.64
18.61,134.21
4.76,67.61
12.6,104.43
13.54,108.17
18.29,127.88
4.35,67.94
12.64,98.26
10.96,91.6
5.8,70.91
9.82,91.1
1.21,45.5
19.64,130.49
19.46,140.83
15.48,110.77
16.44,124.19
3.25,60.36
5.9,67.73
16.26,123.27
17.62,130.81
9.12,86.65
1.62,51.04
9.11,83.44
3.24,57.54
15.92,119.73
7.01,82.01
19.31,128.93
11.49,99.37
15.13,120.88
8.79,84.52
18.7,132.62
3.15,62.39
3.53,64.07
17.93,123.96
1.88,56.18
6.96,81.97
19.59,137.41
8.94,80.71
11.3,101.12
14.43,118.1
14.82,111.14
7.65,72.11
16.38,118.09
4.05,65.71
16.06,117.15
4.42,58.45
7.47,76.33
18.98,129.59
8.67,89.6
15.75,113.11
19.78,141.77
13.13,109.41
15.72,119.26
9.4,87.48
11.26,97.04
16.74,128.29
12.05,100.07
15.85,122.14
12.44,95.71
13.33,109.77
15.31,114.12
8.31,82.93
16.12,112.7
3.14,59.8
11.93,95.14
7.05,81.73
6.11,77.02
5.98,65.83
3.02,54.51
9.26,83.53
10.83,96.7
3.54,55.08
18.24,126.46
10.34,86.37
10.86,95.57
11.09,97.89
2.5,59.68
2.52,60.23
4.46,69.11
12.68,105.65
12.79,100.44
8.09,73.97
3,60.86
6.74,80.51
2.73,51.66
13.9,110.28
13.31,104.81
10.1,89.51
12.23,95.34
16.44,125.18
7.03,78.32
1.51,54.02
2,51.21
6.24,76.28
9.82,89.21
13.55,105.41
16.98,116.99
5.78,75.59
6.57,78.57
11.97,96.31
13.82,109.06
8.81,91.15
4.52,70.4
18.51,134.35
17.14,128.04
11.12,95.35
7.3,78.47
2.08,53.93
15.88,117.8
18.76,126.98
13.97,106.2
13.53,107.15
17.46,126.7
14.62,105.23
4.91,70.12
12.63,101.16
12.99,100.86
16.56,119.01
9.72,90.01
14.74,105.93
5.28,63.7
17.93,131.69
10.01,85.3
5.68,71.27
4.98,59.33
19.46,132.13
19.2,137.99
5.25,67.16
13.44,103.18
19.72,136.93
16.11,112.68
13.01,106.93
11.68,92.71
1.88,56.59
17.69,127.34
7.61,81.26
12.22,104.83
12.03,93.22
5.5,70.89
18.53,131.66
2.85,49.44
5.87,76.12
10.25,90.48
4.23,60.58
10.32,95.49
14.8,114.53
12.24,97.77
11.76,100.41
18.08,131.35
4.56,62.35
18.68,125.32
9.82,94.93
3.76,66.76
15.21,117.25
14.06,116.32
3.22,53.3
1.78,46.41
12.59,98.74
11.39,101.51
10.83,98.76
19.79,130.61
2.19,49.67
14.34,117.15
1.91,57.38
18.09,125.25
6.53,78.49
4.42,62.22
18.9,131.66
8.92,86.01
19.84,142.34
10,89.17
11.7,99.24
9.81,94.85
16.35,123.46
10.33,91.67
10.27,87.33
2.74,51.36
11.85,99.09
16.46,126.28
8.82,82.76
13.35,111.18
7.82,83.57
6.14,78.13
17.26,126.61
5.97,73.19
7.93,83.8
16.59,127.24
14.26,114.56
12.69,101.09
11.98,96.13
15.29,122.21
10.64,92.68
2.3,57.07
6.3,66.26
4.62,63.28
14.23,116.07
2.25,50.99
7.56,71.31
18.54,124.03
10.16,91.54
17.41,126.97
8.07,78.99
11.1,98.78
13.58,101.79
11.91,99.75
12.43,97.02
16.96,128.46
4.88,61.43
10.84,93.12
13.72,110.3
13.83,108.63
13.24,106.92
17.9,125.92
4.02,64.75
18.82,137.09
6.72,79.75
14.98,120.06
19.49,136.8
19.78,142.32
6.68,80.23
5.72,64.59
10.76,88.4
7.53,81.16
8.79,86.92
7.97,75.38
13.86,114.36
14.06,109.86
14.31,113.04
14.14,105.45
13.54,109.13
4.63,68.86
19.92,144
14.64,113.15
11.99,95.34
3.85,63.51
3.94,65.31
8.08,83.52
18.12,124.85
18.67,126.78
4.03,65.56
17.5,121.56
14.12,106.74
5.31,65.84
1.24,47.73
17.56,132.96
13.59,110.62
13.15,102.89
9.61,91.02
19.6,137.47
2.03,57.13
11.54,92.83
10.11,89.38
10.68,92.26
6.79,79.83
7.51,82.21
14.12,103.69
12.53,95.72
11.47,92.16
17.52,126.39
9.21,86.91
13.48,108.45
18.75,130.94
7.02,79.11
15.48,119.74
1.3,47.44
14.63,108.29
7.04,78.6
5.29,68.44
1.95,49.6
5.15,73.56
